ticker,concept,period_start,period_end,fiscal_year,fiscal_period,form,value_usd,filed
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2018-07-01,2018-09-29,2019,FY,10-K,1653000000,2020-02-04
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2018-09-30,2018-12-29,2018,FY,10-K,1419000000,2019-02-08
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2018-09-30,2018-12-29,2019,FY,10-K,1419000000,2020-02-04
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2018-12-30,2019-03-30,2019,Q1,10-Q,1272000000,2019-05-01
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2018-12-30,2019-03-30,2019,FY,10-K,1272000000,2020-02-04
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2018-12-30,2019-03-30,2020,Q1,10-Q,1272000000,2020-04-29
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2018-12-30,2019-03-30,2020,FY,10-K,1272000000,2021-01-29
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2018-12-30,2019-06-29,2019,Q2,10-Q,2803000000,2019-07-31
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2018-12-30,2019-06-29,2020,Q2,10-Q,2803000000,2020-07-29
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2018-12-30,2019-09-28,2019,Q3,10-Q,4604000000,2019-10-30
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2018-12-30,2019-09-28,2020,Q3,10-Q,4604000000,2020-10-28
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2018-12-30,2019-12-28,2019,FY,10-K,6731000000,2020-02-04
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2018-12-30,2019-12-28,2020,FY,10-K,6731000000,2021-01-29
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2018-12-30,2019-12-28,2021,FY,10-K,6731000000,2022-02-03
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2019-03-31,2019-06-29,2019,Q2,10-Q,1531000000,2019-07-31
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2019-03-31,2019-06-29,2019,FY,10-K,1531000000,2020-02-04
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2019-03-31,2019-06-29,2020,Q2,10-Q,1531000000,2020-07-29
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2019-03-31,2019-06-29,2020,FY,10-K,1531000000,2021-01-29
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2019-06-30,2019-09-28,2019,Q3,10-Q,1801000000,2019-10-30
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2019-06-30,2019-09-28,2019,FY,10-K,1801000000,2020-02-04
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2019-06-30,2019-09-28,2020,Q3,10-Q,1801000000,2020-10-28
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2019-06-30,2019-09-28,2020,FY,10-K,1801000000,2021-01-29
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2019-09-29,2019-12-28,2019,FY,10-K,2127000000,2020-02-04
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2019-09-29,2019-12-28,2020,FY,10-K,2127000000,2021-01-29
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2019-12-29,2020-03-28,2020,Q1,10-Q,1786000000,2020-04-29
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2019-12-29,2020-03-28,2020,FY,10-K,1786000000,2021-01-29
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2019-12-29,2020-03-28,2021,Q1,10-Q,1786000000,2021-04-28
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2019-12-29,2020-06-27,2020,Q2,10-Q,3718000000,2020-07-29
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2019-12-29,2020-06-27,2021,Q2,10-Q,3718000000,2021-07-28
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2019-12-29,2020-09-26,2020,Q3,10-Q,6519000000,2020-10-28
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2019-12-29,2020-09-26,2021,Q3,10-Q,6519000000,2021-10-27
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2019-12-29,2020-12-26,2020,FY,10-K,9763000000,2021-01-29
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2019-12-29,2020-12-26,2021,FY,10-K,9763000000,2022-02-03
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2019-12-29,2020-12-26,2022,FY,10-K,9763000000,2023-02-27
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2020-03-29,2020-06-27,2020,Q2,10-Q,1932000000,2020-07-29
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2020-03-29,2020-06-27,2020,FY,10-K,1932000000,2021-01-29
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2020-03-29,2020-06-27,2021,Q2,10-Q,1932000000,2021-07-28
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2020-06-28,2020-09-26,2020,Q3,10-Q,2801000000,2020-10-28
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2020-06-28,2020-09-26,2020,FY,10-K,2801000000,2021-01-29
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2020-06-28,2020-09-26,2021,Q3,10-Q,2801000000,2021-10-27
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2020-09-27,2020-12-26,2020,FY,10-K,3244000000,2021-01-29
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2020-12-27,2021-03-27,2021,Q1,10-Q,3445000000,2021-04-28
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2020-12-27,2021-03-27,2022,Q1,10-Q,3445000000,2022-05-04
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2020-12-27,2021-06-26,2021,Q2,10-Q,7295000000,2021-07-28
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2020-12-27,2021-06-26,2022,Q2,10-Q,7295000000,2022-08-03
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2020-12-27,2021-09-25,2021,Q3,10-Q,11608000000,2021-10-27
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2020-12-27,2021-09-25,2022,Q3,10-Q,11608000000,2022-11-02
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2020-12-27,2021-12-25,2021,FY,10-K,16434000000,2022-02-03
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2020-12-27,2021-12-25,2022,FY,10-K,16434000000,2023-02-27
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2020-12-27,2021-12-25,2023,FY,10-K,16434000000,2024-01-31
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2021-03-28,2021-06-26,2021,Q2,10-Q,3850000000,2021-07-28
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2021-03-28,2021-06-26,2022,Q2,10-Q,3850000000,2022-08-03
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2021-06-27,2021-09-25,2021,Q3,10-Q,4313000000,2021-10-27
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2021-06-27,2021-09-25,2022,Q3,10-Q,4313000000,2022-11-02
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2021-12-26,2022-03-26,2022,Q1,10-Q,5887000000,2022-05-04
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2021-12-26,2022-03-26,2023,Q1,10-Q,5887000000,2023-05-03
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2021-12-26,2022-06-25,2022,Q2,10-Q,12437000000,2022-08-03
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2021-12-26,2022-06-25,2023,Q2,10-Q,12437000000,2023-08-02
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2021-12-26,2022-09-24,2022,Q3,10-Q,18002000000,2022-11-02
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2021-12-26,2022-09-24,2023,Q3,10-Q,18002000000,2023-11-01
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2021-12-26,2022-12-31,2022,FY,10-K,23601000000,2023-02-27
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2021-12-26,2022-12-31,2023,FY,10-K,23601000000,2024-01-31
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2021-12-26,2022-12-31,2024,FY,10-K,23601000000,2025-02-05
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2022-03-27,2022-06-25,2022,Q2,10-Q,6550000000,2022-08-03
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2022-03-27,2022-06-25,2023,Q2,10-Q,6550000000,2023-08-02
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2022-06-26,2022-09-24,2022,Q3,10-Q,5565000000,2022-11-02
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2022-06-26,2022-09-24,2023,Q3,10-Q,5565000000,2023-11-01
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2023-01-01,2023-04-01,2023,Q1,10-Q,5353000000,2023-05-03
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2023-01-01,2023-04-01,2024,Q1,10-Q,5353000000,2024-05-01
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2023-01-01,2023-07-01,2023,Q2,10-Q,10712000000,2023-08-02
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2023-01-01,2023-07-01,2024,Q2,10-Q,10712000000,2024-07-31
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2023-01-01,2023-09-30,2023,Q3,10-Q,16512000000,2023-11-01
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2023-01-01,2023-09-30,2024,Q3,10-Q,16512000000,2024-10-30
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2023-01-01,2023-12-30,2023,FY,10-K,22680000000,2024-01-31
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2023-01-01,2023-12-30,2024,FY,10-K,22680000000,2025-02-05
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2023-01-01,2023-12-30,2025,FY,10-K,22680000000,2026-02-04
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2023-04-02,2023-07-01,2023,Q2,10-Q,5359000000,2023-08-02
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2023-04-02,2023-07-01,2024,Q2,10-Q,5359000000,2024-07-31
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2023-07-02,2023-09-30,2023,Q3,10-Q,5800000000,2023-11-01
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2023-07-02,2023-09-30,2024,Q3,10-Q,5800000000,2024-10-30
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2023-12-31,2024-03-30,2024,Q1,10-Q,5473000000,2024-05-01
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2023-12-31,2024-03-30,2025,Q1,10-Q,5473000000,2025-05-07
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2023-12-31,2024-06-29,2024,Q2,10-Q,11308000000,2024-07-31
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2023-12-31,2024-06-29,2025,Q2,10-Q,11308000000,2025-08-06
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2023-12-31,2024-09-28,2024,Q3,10-Q,18127000000,2024-10-30
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2023-12-31,2024-09-28,2025,Q3,10-Q,18127000000,2025-11-05
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2023-12-31,2024-12-28,2024,FY,10-K,25785000000,2025-02-05
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2023-12-31,2024-12-28,2025,FY,10-K,25785000000,2026-02-04
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2024-03-31,2024-06-29,2024,Q2,10-Q,5835000000,2024-07-31
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2024-03-31,2024-06-29,2025,Q2,10-Q,5835000000,2025-08-06
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2024-06-30,2024-09-28,2024,Q3,10-Q,6819000000,2024-10-30
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2024-06-30,2024-09-28,2025,Q3,10-Q,6819000000,2025-11-05
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2024-12-29,2025-03-29,2025,Q1,10-Q,7438000000,2025-05-07
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2024-12-29,2025-03-29,2026,Q1,10-Q,7438000000,2026-05-06
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2024-12-29,2025-06-28,2025,Q2,10-Q,15123000000,2025-08-06
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2024-12-29,2025-06-28,2026,Q2,10-Q,15123000000,2026-08-05
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2024-12-29,2025-09-27,2025,Q3,10-Q,24369000000,2025-11-05
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2024-12-29,2025-12-27,2025,FY,10-K,34639000000,2026-02-04
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2025-03-30,2025-06-28,2025,Q2,10-Q,7685000000,2025-08-06
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2025-03-30,2025-06-28,2026,Q2,10-Q,7685000000,2026-08-05
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2025-06-29,2025-09-27,2025,Q3,10-Q,9246000000,2025-11-05
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2025-12-28,2026-03-28,2026,Q1,10-Q,10253000000,2026-05-06
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2025-12-28,2026-06-27,2026,Q2,10-Q,21789000000,2026-08-05
AMD,RevenueFromContractWithCustomerExcludingAssessedTax,2026-03-29,2026-06-27,2026,Q2,10-Q,11536000000,2026-08-05
