ticker,concept,period_start,period_end,fiscal_year,fiscal_period,form,value_usd,filed
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2019-12-29,2020-12-26,2022,FY,10-K,77867000000,2023-01-27
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2020-03-29,2020-06-27,2020,Q2,10-Q,19728000000,2020-07-24
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2020-03-29,2020-06-27,2021,Q2,10-Q,19728000000,2021-07-23
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2020-06-28,2020-09-26,2020,Q3,10-Q,18333000000,2020-10-23
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2020-06-28,2020-09-26,2021,Q3,10-Q,18333000000,2021-10-22
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2020-12-27,2021-03-27,2021,Q1,10-Q,19673000000,2021-04-23
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2020-12-27,2021-03-27,2022,Q1,10-Q,19673000000,2022-04-29
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2020-12-27,2021-06-26,2021,Q2,10-Q,39304000000,2021-07-23
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2020-12-27,2021-06-26,2022,Q2,10-Q,39304000000,2022-07-29
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2020-12-27,2021-09-25,2021,Q3,10-Q,58496000000,2021-10-22
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2020-12-27,2021-09-25,2022,Q3,10-Q,58496000000,2022-10-28
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2020-12-27,2021-12-25,2021,FY,10-K,79024000000,2022-01-27
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2020-12-27,2021-12-25,2022,FY,10-K,79024000000,2023-01-27
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2020-12-27,2021-12-25,2023,FY,10-K,79024000000,2024-01-26
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2021-03-28,2021-06-26,2021,Q2,10-Q,19631000000,2021-07-23
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2021-03-28,2021-06-26,2022,Q2,10-Q,19631000000,2022-07-29
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2021-06-27,2021-09-25,2021,Q3,10-Q,19192000000,2021-10-22
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2021-06-27,2021-09-25,2022,Q3,10-Q,19192000000,2022-10-28
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2021-12-26,2022-04-02,2022,Q1,10-Q,18353000000,2022-04-29
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2021-12-26,2022-04-02,2023,Q1,10-Q,18353000000,2023-04-28
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2021-12-26,2022-07-02,2022,Q2,10-Q,33674000000,2022-07-29
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2021-12-26,2022-07-02,2023,Q2,10-Q,33674000000,2023-07-28
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2021-12-26,2022-07-02,2024,Q2,10-Q,24664000000,2024-08-02
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2021-12-26,2022-10-01,2022,Q3,10-Q,49012000000,2022-10-28
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2021-12-26,2022-10-01,2023,Q3,10-Q,49012000000,2023-10-27
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2021-12-26,2022-12-31,2022,FY,10-K,63054000000,2023-01-27
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2021-12-26,2022-12-31,2023,FY,10-K,63054000000,2024-01-26
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2021-12-26,2022-12-31,2024,FY,10-K,63054000000,2025-01-31
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2022-04-03,2022-07-02,2022,Q2,10-Q,15321000000,2022-07-29
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2022-04-03,2022-07-02,2023,Q2,10-Q,15321000000,2023-07-28
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2022-07-03,2022-10-01,2022,Q3,10-Q,15338000000,2022-10-28
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2022-07-03,2022-10-01,2023,Q3,10-Q,15338000000,2023-10-27
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2023-01-01,2023-04-01,2023,Q1,10-Q,11715000000,2023-04-28
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2023-01-01,2023-04-01,2024,Q1,10-Q,11715000000,2024-04-26
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2023-01-01,2023-07-01,2023,Q2,10-Q,24664000000,2023-07-28
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2023-01-01,2023-07-01,2024,Q2,10-Q,24664000000,2024-08-02
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2023-01-01,2023-09-30,2023,Q3,10-Q,38822000000,2023-10-27
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2023-01-01,2023-09-30,2024,Q3,10-Q,38822000000,2024-11-01
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2023-01-01,2023-12-30,2023,FY,10-K,54228000000,2024-01-26
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2023-01-01,2023-12-30,2024,FY,10-K,54228000000,2025-01-31
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2023-01-01,2023-12-30,2025,FY,10-K,54228000000,2026-01-23
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2023-04-02,2023-07-01,2023,Q2,10-Q,12949000000,2023-07-28
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2023-04-02,2023-07-01,2024,Q2,10-Q,12949000000,2024-08-02
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2023-07-02,2023-09-30,2023,Q3,10-Q,14158000000,2023-10-27
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2023-07-02,2023-09-30,2024,Q3,10-Q,14158000000,2024-11-01
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2023-12-31,2024-03-30,2024,Q1,10-Q,12724000000,2024-04-26
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2023-12-31,2024-03-30,2025,Q1,10-Q,12724000000,2025-04-25
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2023-12-31,2024-06-29,2024,Q2,10-Q,25557000000,2024-08-02
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2023-12-31,2024-06-29,2025,Q2,10-Q,25557000000,2025-07-24
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2023-12-31,2024-09-28,2024,Q3,10-Q,38841000000,2024-11-01
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2023-12-31,2024-09-28,2025,Q3,10-Q,38841000000,2025-11-06
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2023-12-31,2024-12-28,2024,FY,10-K,53101000000,2025-01-31
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2023-12-31,2024-12-28,2025,FY,10-K,53101000000,2026-01-23
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2024-03-31,2024-06-29,2024,Q2,10-Q,12833000000,2024-08-02
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2024-03-31,2024-06-29,2025,Q2,10-Q,12833000000,2025-07-24
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2024-06-30,2024-09-28,2024,Q3,10-Q,13284000000,2024-11-01
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2024-06-30,2024-09-28,2025,Q3,10-Q,13284000000,2025-11-06
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2024-12-29,2025-03-29,2025,Q1,10-Q,12667000000,2025-04-25
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2024-12-29,2025-03-29,2026,Q1,10-Q,12667000000,2026-04-24
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2024-12-29,2025-06-28,2025,Q2,10-Q,25526000000,2025-07-24
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2024-12-29,2025-06-28,2026,Q2,10-Q,25526000000,2026-07-24
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2024-12-29,2025-09-27,2025,Q3,10-Q,39179000000,2025-11-06
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2024-12-29,2025-12-27,2025,FY,10-K,52853000000,2026-01-23
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2025-03-30,2025-06-28,2025,Q2,10-Q,12859000000,2025-07-24
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2025-03-30,2025-06-28,2026,Q2,10-Q,12859000000,2026-07-24
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2025-06-29,2025-09-27,2025,Q3,10-Q,13653000000,2025-11-06
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2025-12-28,2026-03-28,2026,Q1,10-Q,13577000000,2026-04-24
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2025-12-28,2026-06-27,2026,Q2,10-Q,29705000000,2026-07-24
INTC,RevenueFromContractWithCustomerExcludingAssessedTax,2026-03-29,2026-06-27,2026,Q2,10-Q,16128000000,2026-07-24
