ticker,concept,period_start,period_end,fiscal_year,fiscal_period,form,value_usd,filed
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2018-12-30,2019-03-30,2019,FY,10-K,58015000000,2019-10-31
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2018-12-30,2019-03-30,2020,Q2,10-Q,58015000000,2020-05-01
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2018-12-30,2019-03-30,2020,FY,10-K,58015000000,2020-10-30
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2019-03-31,2019-06-29,2019,Q3,10-Q,53809000000,2019-07-31
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2019-03-31,2019-06-29,2019,FY,10-K,53809000000,2019-10-31
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2019-03-31,2019-06-29,2020,Q3,10-Q,53809000000,2020-07-31
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2019-03-31,2019-06-29,2020,FY,10-K,53809000000,2020-10-30
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2019-06-30,2019-09-28,2019,FY,10-K,64040000000,2019-10-31
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2019-06-30,2019-09-28,2020,FY,10-K,64040000000,2020-10-30
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2019-09-29,2019-12-28,2020,Q1,10-Q,91819000000,2020-01-29
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2019-09-29,2019-12-28,2020,FY,10-K,91819000000,2020-10-30
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2019-09-29,2019-12-28,2021,Q1,10-Q,91819000000,2021-01-28
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2019-09-29,2020-03-28,2020,Q2,10-Q,150132000000,2020-05-01
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2019-09-29,2020-03-28,2021,Q2,10-Q,150132000000,2021-04-29
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2019-09-29,2020-06-27,2020,Q3,10-Q,209817000000,2020-07-31
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2019-09-29,2020-06-27,2021,Q3,10-Q,209817000000,2021-07-28
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2019-09-29,2020-09-26,2020,FY,10-K,274515000000,2020-10-30
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2019-09-29,2020-09-26,2021,FY,10-K,274515000000,2021-10-29
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2019-09-29,2020-09-26,2022,FY,10-K,274515000000,2022-10-28
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2019-12-29,2020-03-28,2020,Q2,10-Q,58313000000,2020-05-01
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2019-12-29,2020-03-28,2020,FY,10-K,58313000000,2020-10-30
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2019-12-29,2020-03-28,2021,Q2,10-Q,58313000000,2021-04-29
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2020-03-29,2020-06-27,2020,Q3,10-Q,59685000000,2020-07-31
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2020-03-29,2020-06-27,2020,FY,10-K,59685000000,2020-10-30
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2020-03-29,2020-06-27,2021,Q3,10-Q,59685000000,2021-07-28
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2020-06-28,2020-09-26,2020,FY,10-K,64698000000,2020-10-30
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2020-09-27,2020-12-26,2021,Q1,10-Q,111439000000,2021-01-28
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2020-09-27,2020-12-26,2022,Q1,10-Q,111439000000,2022-01-28
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2020-09-27,2021-03-27,2021,Q2,10-Q,201023000000,2021-04-29
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2020-09-27,2021-03-27,2022,Q2,10-Q,201023000000,2022-04-29
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2020-09-27,2021-06-26,2021,Q3,10-Q,282457000000,2021-07-28
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2020-09-27,2021-06-26,2022,Q3,10-Q,282457000000,2022-07-29
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2020-09-27,2021-09-25,2021,FY,10-K,365817000000,2021-10-29
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2020-09-27,2021-09-25,2022,FY,10-K,365817000000,2022-10-28
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2020-09-27,2021-09-25,2023,FY,10-K,365817000000,2023-11-03
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2020-12-27,2021-03-27,2021,Q2,10-Q,89584000000,2021-04-29
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2020-12-27,2021-03-27,2022,Q2,10-Q,89584000000,2022-04-29
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2021-03-28,2021-06-26,2021,Q3,10-Q,81434000000,2021-07-28
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2021-03-28,2021-06-26,2022,Q3,10-Q,81434000000,2022-07-29
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2021-09-26,2021-12-25,2022,Q1,10-Q,123945000000,2022-01-28
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2021-09-26,2021-12-25,2023,Q1,10-Q,123945000000,2023-02-03
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2021-09-26,2022-03-26,2022,Q2,10-Q,221223000000,2022-04-29
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2021-09-26,2022-03-26,2023,Q2,10-Q,221223000000,2023-05-05
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2021-09-26,2022-06-25,2022,Q3,10-Q,304182000000,2022-07-29
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2021-09-26,2022-06-25,2023,Q3,10-Q,304182000000,2023-08-04
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2021-09-26,2022-09-24,2022,FY,10-K,394328000000,2022-10-28
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2021-09-26,2022-09-24,2023,FY,10-K,394328000000,2023-11-03
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2021-09-26,2022-09-24,2024,FY,10-K,394328000000,2024-11-01
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2021-12-26,2022-03-26,2022,Q2,10-Q,97278000000,2022-04-29
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2021-12-26,2022-03-26,2023,Q2,10-Q,97278000000,2023-05-05
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2022-03-27,2022-06-25,2022,Q3,10-Q,82959000000,2022-07-29
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2022-03-27,2022-06-25,2023,Q3,10-Q,82959000000,2023-08-04
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2022-09-25,2022-12-31,2023,Q1,10-Q,117154000000,2023-02-03
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2022-09-25,2022-12-31,2024,Q1,10-Q,117154000000,2024-02-02
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2022-09-25,2023-04-01,2023,Q2,10-Q,211990000000,2023-05-05
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2022-09-25,2023-04-01,2024,Q2,10-Q,211990000000,2024-05-03
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2022-09-25,2023-07-01,2023,Q3,10-Q,293787000000,2023-08-04
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2022-09-25,2023-07-01,2024,Q3,10-Q,293787000000,2024-08-02
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2022-09-25,2023-09-30,2023,FY,10-K,383285000000,2023-11-03
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2022-09-25,2023-09-30,2024,FY,10-K,383285000000,2024-11-01
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2022-09-25,2023-09-30,2025,FY,10-K,383285000000,2025-10-31
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2023-01-01,2023-04-01,2023,Q2,10-Q,94836000000,2023-05-05
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2023-01-01,2023-04-01,2024,Q2,10-Q,94836000000,2024-05-03
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2023-04-02,2023-07-01,2023,Q3,10-Q,81797000000,2023-08-04
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2023-04-02,2023-07-01,2024,Q3,10-Q,81797000000,2024-08-02
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2023-10-01,2023-12-30,2024,Q1,10-Q,119575000000,2024-02-02
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2023-10-01,2023-12-30,2025,Q1,10-Q,119575000000,2025-01-31
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2023-10-01,2024-03-30,2024,Q2,10-Q,210328000000,2024-05-03
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2023-10-01,2024-03-30,2025,Q2,10-Q,210328000000,2025-05-02
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2023-10-01,2024-06-29,2024,Q3,10-Q,296105000000,2024-08-02
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2023-10-01,2024-06-29,2025,Q3,10-Q,296105000000,2025-08-01
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2023-10-01,2024-09-28,2024,FY,10-K,391035000000,2024-11-01
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2023-10-01,2024-09-28,2025,FY,10-K,391035000000,2025-10-31
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2023-12-31,2024-03-30,2024,Q2,10-Q,90753000000,2024-05-03
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2023-12-31,2024-03-30,2025,Q2,10-Q,90753000000,2025-05-02
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2024-03-31,2024-06-29,2024,Q3,10-Q,85777000000,2024-08-02
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2024-03-31,2024-06-29,2025,Q3,10-Q,85777000000,2025-08-01
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2024-09-29,2024-12-28,2025,Q1,10-Q,124300000000,2025-01-31
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2024-09-29,2024-12-28,2026,Q1,10-Q,124300000000,2026-01-30
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2024-09-29,2025-03-29,2025,Q2,10-Q,219659000000,2025-05-02
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2024-09-29,2025-03-29,2026,Q2,10-Q,219659000000,2026-05-01
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2024-09-29,2025-06-28,2025,Q3,10-Q,313695000000,2025-08-01
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2024-09-29,2025-06-28,2026,Q3,10-Q,313695000000,2026-07-31
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2024-09-29,2025-09-27,2025,FY,10-K,416161000000,2025-10-31
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2024-12-29,2025-03-29,2025,Q2,10-Q,95359000000,2025-05-02
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2024-12-29,2025-03-29,2026,Q2,10-Q,95359000000,2026-05-01
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2025-03-30,2025-06-28,2025,Q3,10-Q,94036000000,2025-08-01
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2025-03-30,2025-06-28,2026,Q3,10-Q,94036000000,2026-07-31
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2025-09-28,2025-12-27,2026,Q1,10-Q,143756000000,2026-01-30
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2025-09-28,2026-03-28,2026,Q2,10-Q,254940000000,2026-05-01
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2025-09-28,2026-06-27,2026,Q3,10-Q,364357000000,2026-07-31
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2025-12-28,2026-03-28,2026,Q2,10-Q,111184000000,2026-05-01
AAPL,RevenueFromContractWithCustomerExcludingAssessedTax,2026-03-29,2026-06-27,2026,Q3,10-Q,109417000000,2026-07-31
